Unique ID,Indicator ID,Name,Measure Info,UHF34 Zone,Time Period,Start_Date,Data Value,OBJECTID,GEOCODE,BOROUGH,GEONAME,UHF
410880,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2016,2016-06-01,-1.033788901143718,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
338220,386,Ozone (O3),ppb,203,Summer 2015,2015-06-01,1.5701054438467532,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
650970,386,Ozone (O3),ppb,203,Summer 2019,2019-06-01,1.4882362766680135,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
173095,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2008-09,2008-12-01,-0.42659257790139854,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
649808,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2019,2019-06-01,-1.0531191211720314,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
605691,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2018,2018-06-01,-1.0110474658162902,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
742191,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2021,2021-01-01,-1.2236798861277391,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
177232,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2010-11,2010-12-01,-0.5209695345102235,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
177778,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2009,2009-06-01,-0.7336019548216723,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
178576,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2013,2012-12-01,-0.9803465281242628,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
333981,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2014-15,2014-12-01,-0.9360007292357788,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
742189,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2020-21,2020-12-01,-1.2043496660994255,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
177862,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2011,2011-06-01,-0.6631035053066466,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
177820,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2010,2010-06-01,-0.6153464911190483,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
410763,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2016,2016-06-01,-1.033788901143718,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
410762,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2015-16,2015-12-01,-0.9803465281242628,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
175300,375,Nitrogen dioxide (NO2),ppb,203,Winter 2009-10,2009-12-01,1.306304794048592,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
175384,375,Nitrogen dioxide (NO2),ppb,203,Winter 2011-12,2011-12-01,0.9856505559318613,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
212551,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2014,2013-12-01,0.49784676815853734,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
549789,375,Nitrogen dioxide (NO2),ppb,203,Winter 2016-17,2016-12-01,1.0004324888946896,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
667113,375,Nitrogen dioxide (NO2),ppb,203,Summer 2020,2020-06-01,-0.6574181464747896,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
740922,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2021,2021-01-01,-0.02861745967141368,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
740921,375,Nitrogen dioxide (NO2),ppb,203,Summer 2021,2021-06-01,-0.6267172087827623,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
222459,386,Ozone (O3),ppb,203,Summer 2013,2013-06-01,1.3972705353583028,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
175342,375,Nitrogen dioxide (NO2),ppb,203,Winter 2010-11,2010-12-01,1.6872238357830058,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
176686,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2013,2012-12-01,0.5581115717762208,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
175888,375,Nitrogen dioxide (NO2),ppb,203,Summer 2009,2009-06-01,0.6627221742823881,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
549788,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2017,2017-01-01,0.3079557831745159,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
222455,386,Ozone (O3),ppb,203,Summer 2009,2009-06-01,0.7912112838823544,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
549904,375,Nitrogen dioxide (NO2),ppb,203,Summer 2017,2017-06-01,-0.2503464541138338,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
602847,375,Nitrogen dioxide (NO2),ppb,203,Summer 2018,2018-06-01,-0.38110970724654314,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
172687,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2012,2011-12-01,0.6263358777585037,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
177274,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2011-12,2011-12-01,-0.8984773609455231,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
177190,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2009-10,2009-12-01,-0.8041004043366982,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
212929,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2014,2013-12-01,-0.933726585703036,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
547397,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2016-17,2016-12-01,-1.0724493412003449,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
742190,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2021,2021-06-01,-1.0099103940499188,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
178534,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2012,2011-12-01,-0.9371378010021502,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
176644,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2012,2011-12-01,0.6263358777585037,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
173197,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2011-12,2011-12-01,-0.8984773609455231,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
212068,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2014,2013-12-01,-0.933726585703036,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
173639,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2010,2010-06-01,-0.6153464911190483,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
173673,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2011,2011-06-01,-0.6631035053066466,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
410879,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2015-16,2015-12-01,-0.9803465281242628,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
742306,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2020-21,2020-12-01,-1.2043496660994255,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
177316,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2012-13,2012-12-01,-0.7984150455048413,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
178450,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2010,2009-12-01,-0.8461720596924395,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
333980,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2015,2015-06-01,-0.8962032174127803,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
649691,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2019,2019-06-01,-1.0531191211720314,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
740920,375,Nitrogen dioxide (NO2),ppb,203,Winter 2020-21,2020-12-01,0.6502143848523029,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
175972,375,Nitrogen dioxide (NO2),ppb,203,Summer 2011,2011-06-01,0.375043017390428,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
412455,375,Nitrogen dioxide (NO2),ppb,203,Summer 2016,2016-06-01,-0.22874209055277758,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
412454,375,Nitrogen dioxide (NO2),ppb,203,Winter 2015-16,2015-12-01,0.8480648722009236,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
222456,386,Ozone (O3),ppb,203,Summer 2010,2010-06-01,1.6940462663812346,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
173707,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2012,2012-06-01,-0.7915926149066129,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
173741,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2013,2013-06-01,-0.8018262608039554,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
410881,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2016,2015-12-31,-1.0724493412003449,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
605807,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2018,2018-01-01,-1.148633149547228,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
742307,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2021,2021-06-01,-1.0099103940499188,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
174217,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2012,2011-12-01,-0.9371378010021502,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
173163,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2010-11,2010-12-01,-0.5209695345102235,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
174251,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2013,2012-12-01,-0.9803465281242628,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
334098,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2014-15,2014-12-01,-0.9360007292357788,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
742308,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2021,2021-01-01,-1.2236798861277391,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
547512,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2017,2017-06-01,-0.9360007292357788,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
547514,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2016-17,2016-12-01,-1.0724493412003449,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
605808,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2018,2018-06-01,-1.0110474658162902,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
173231,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2012-13,2012-12-01,-0.7984150455048413,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
412571,375,Nitrogen dioxide (NO2),ppb,203,Winter 2015-16,2015-12-01,0.8480648722009236,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
412572,375,Nitrogen dioxide (NO2),ppb,203,Summer 2016,2016-06-01,-0.22874209055277758,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
741037,375,Nitrogen dioxide (NO2),ppb,203,Winter 2020-21,2020-12-01,0.6502143848523029,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
122007,386,Ozone (O3),ppb,203,2-Year Summer Average 2009-2010,2009-06-01,1.0208997806893745,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
670970,386,Ozone (O3),ppb,203,Summer 2020,2020-06-01,1.3404169470397336,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
643346,375,Nitrogen dioxide (NO2),ppb,203,Summer 2019,2019-06-01,-0.3447234107226588,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
650931,386,Ozone (O3),ppb,203,Summer 2019,2019-06-01,1.4882362766680135,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
412003,386,Ozone (O3),ppb,203,Summer 2016,2016-06-01,1.7747783617936022,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
222457,386,Ozone (O3),ppb,203,Summer 2011,2011-06-01,1.5985322380060378,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
602731,375,Nitrogen dioxide (NO2),ppb,203,Winter 2017-18,2017-12-01,0.999295417128318,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
175258,375,Nitrogen dioxide (NO2),ppb,203,Winter 2008-09,2008-12-01,1.7247472040732614,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
643345,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2019,2019-01-01,0.03619563101175528,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
177148,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2008-09,2008-12-01,-0.42659257790139854,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
212677,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2013-14,2013-12-01,-0.6176206346517912,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
649690,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2019,2019-01-01,-1.2236798861277391,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
176560,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2010,2009-12-01,0.8867253122575511,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
176056,375,Nitrogen dioxide (NO2),ppb,203,Summer 2013,2013-06-01,0.15558816648075036,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
412456,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2016,2015-12-31,0.32160064437097263,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
171667,375,Nitrogen dioxide (NO2),ppb,203,Winter 2011-12,2011-12-01,0.9856505559318613,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
211762,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2014,2013-12-01,0.49784676815853734,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
667111,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2020,2020-01-01,-0.030891603204156404,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
643347,375,Nitrogen dioxide (NO2),ppb,203,Winter 2018-19,2018-12-01,0.6661333895815024,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
176602,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2011,2010-12-01,0.9015072452203791,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
212425,375,Nitrogen dioxide (NO2),ppb,203,Summer 2014,2014-06-01,-0.09797883742006809,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
176518,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2009,2008-12-01,1.0868499431389147,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
336517,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2015,2015-01-01,0.39323616565236974,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
177946,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2013,2013-06-01,-0.8018262608039554,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
177904,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2012,2012-06-01,-0.7915926149066129,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
410764,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2016,2015-12-31,-1.0724493412003449,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
549906,375,Nitrogen dioxide (NO2),ppb,203,Winter 2016-17,2016-12-01,1.0004324888946896,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
667347,375,Nitrogen dioxide (NO2),ppb,203,Summer 2020,2020-06-01,-0.6574181464747896,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
549375,386,Ozone (O3),ppb,203,Summer 2017,2017-06-01,1.3665695976662753,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
605278,386,Ozone (O3),ppb,203,Summer 2018,2018-06-01,1.4586724107423574,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
412573,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2016,2015-12-31,0.32160064437097263,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
743678,386,Ozone (O3),ppb,203,Summer 2021,2021-06-01,1.4700431284060713,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
336636,375,Nitrogen dioxide (NO2),ppb,203,Winter 2014-15,2014-12-01,1.0254480677548599,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
549905,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2017,2017-01-01,0.3079557831745159,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
174149,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2010,2009-12-01,-0.8461720596924395,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
334097,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2015,2015-06-01,-0.8962032174127803,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
741039,375,Nitrogen dioxide (NO2),ppb,203,Annual Average 2021,2021-01-01,-0.02861745967141368,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
122130,386,Ozone (O3),ppb,203,2-Year Summer Average 2009-2010,2009-06-01,1.0208997806893745,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
412042,386,Ozone (O3),ppb,203,Summer 2016,2016-06-01,1.7747783617936022,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
669693,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2019-20,2019-12-01,-1.0872312741631731,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
669811,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2020,2020-01-01,-1.270299828548966,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
212803,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2014,2014-06-01,-0.9553309492640923,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
178408,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2009,2008-12-01,-0.7529321748499859,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
178492,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2011,2010-12-01,-0.8052374761030697,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
333979,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2015,2015-01-01,-0.9667016669278063,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
649692,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2018-19,2018-12-01,-1.1531814366127133,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
211864,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2013-14,2013-12-01,-0.6176206346517912,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
605809,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2017-18,2017-12-01,-0.9962655328534623,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
649807,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2019,2019-01-01,-1.2236798861277391,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
171701,375,Nitrogen dioxide (NO2),ppb,203,Winter 2012-13,2012-12-01,1.1073172349335996,8,203,Brooklyn,Bedford Stuyvesant - Crown Heights,203
