Unique ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
741255,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2021,01/01/2021,20.21
171599,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2009-10,12/01/2009,28.86
549907,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2017,06/01/2017,13.39
602850,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2018,06/01/2018,11.97
171595,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2009-10,12/01/2009,23.87
549895,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Summer 2017,06/01/2017,14.14
643458,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2018-19,12/01/2018,26.69
211654,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2014,06/01/2014,13.55
643446,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2018-19,12/01/2018,18.32
211655,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2014,06/01/2014,15.4
643449,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2018-19,12/01/2018,19.11
211674,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summer 2014,06/01/2014,16.64
643506,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2018-19,12/01/2018,24.36
172662,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Annual Average 2011,12/01/2010,25.56
667399,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Annual Average 2020,01/01/2020,18.08
175885,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2009,06/01/2009,23.0
176683,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2013,12/01/2012,21.54
740913,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2021,01/01/2021,18.52
175892,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2009,06/01/2009,21.39
336531,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2014-15,12/01/2014,25.7
175347,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2010-11,12/01/2010,26.24
175913,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2009,06/01/2009,18.59
165871,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Winter 2010-11,12/01/2010,30.92
167759,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2013,12/01/2012,22.32
549998,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2017,01/01/2017,23.65
172663,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2011,12/01/2010,28.23
211670,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2014,06/01/2014,19.54
336664,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2015,01/01/2015,23.15
643494,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2018-19,12/01/2018,24.69
549903,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2016-17,12/01/2016,26.27
602844,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2018,06/01/2018,16.37
602829,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2018,06/01/2018,11.69
549886,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2017,06/01/2017,13.02
211757,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2014,12/01/2013,18.97
549889,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2017,06/01/2017,14.37
602832,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2018,06/01/2018,13.05
175297,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2009-10,12/01/2009,26.48
175381,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2011-12,12/01/2011,25.17
211390,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2014,12/01/2013,19.8
336652,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2015,01/01/2015,18.62
643482,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2018-19,12/01/2018,20.53
667381,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2020,01/01/2020,14.81
172593,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2009,12/01/2008,27.13
172661,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2011,12/01/2010,25.75
336658,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2015,01/01/2015,21.27
211668,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2014,06/01/2014,17.0
336709,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2015,01/01/2015,16.0
643539,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2018-19,12/01/2018,18.62
667495,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2020,01/01/2020,13.11
549782,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2017,01/01/2017,21.19
740916,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2021,01/01/2021,20.55
175333,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2010-11,12/01/2010,25.48
175371,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2010-11,12/01/2010,27.72
336606,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2014-15,12/01/2014,22.69
549875,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2017,01/01/2017,16.98
336744,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Winter 2014-15,12/01/2014,29.3
741147,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2021,01/01/2021,20.37
336750,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Winter 2014-15,12/01/2014,26.84
550025,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2017,01/01/2017,20.14
165890,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2010-11,12/01/2010,29.44
166657,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2009,06/01/2009,20.38
167778,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2013,12/01/2012,19.48
336822,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2014-15,12/01/2014,25.17
741225,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2021,01/01/2021,16.42
550097,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2017,01/01/2017,19.03
741231,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2021,01/01/2021,16.92
549924,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2016-17,12/01/2016,23.78
602865,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,11.47
667383,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2020,06/01/2020,9.8
171607,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2009-10,12/01/2009,28.63
211770,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2014,12/01/2013,22.2
602871,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2018,06/01/2018,15.84
549897,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2016-17,12/01/2016,25.91
211777,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Annual Average 2014,12/01/2013,19.45
667437,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2020,06/01/2020,11.03
175303,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2009-10,12/01/2009,28.09
175387,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2011-12,12/01/2011,23.5
667221,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2020,06/01/2020,16.58
549841,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2017,06/01/2017,22.95
549843,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2016-17,12/01/2016,30.24
549796,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2017,06/01/2017,13.77
549798,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2016-17,12/01/2016,25.04
175306,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2009-10,12/01/2009,26.54
602748,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,11.47
175391,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2011-12,12/01/2011,19.46
212558,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2014,12/01/2013,17.63
175412,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2011-12,12/01/2011,15.89
549870,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/01/2016,24.02
171678,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2011-12,12/01/2011,27.76
171611,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2009-10,12/01/2009,30.23
171633,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2010-11,12/01/2010,32.21
172075,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2009,06/01/2009,23.2
172721,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2013,12/01/2012,22.28
171634,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2010-11,12/01/2010,30.26
336639,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2014-15,12/01/2014,24.99
741042,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2021,01/01/2021,16.12
172071,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2009,06/01/2009,21.15
336624,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2014-15,12/01/2014,23.33
172718,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Annual Average 2013,12/01/2012,18.58
549896,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Annual Average 2017,01/01/2017,18.72
741084,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Annual Average 2021,01/01/2021,15.66
172742,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2013,12/01/2012,32.1
172096,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2009,06/01/2009,35.65
741102,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2021,01/01/2021,21.83
172097,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2009,06/01/2009,35.28
336760,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2015,01/01/2015,20.85
602688,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2018,06/01/2018,13.62
667029,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2020,06/01/2020,13.16
179273,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2009-10,12/01/2009,24.39
549745,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2017,06/01/2017,14.97
179284,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2011-12,12/01/2011,23.5
667035,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2020,06/01/2020,10.82
549799,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2017,06/01/2017,13.75
212556,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Annual Average 2014,12/01/2013,17.0
549802,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2017,06/01/2017,10.26
175325,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2009-10,12/01/2009,26.12
549864,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2016-17,12/01/2016,24.86
549867,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Winter 2016-17,12/01/2016,24.81
602808,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Summer 2018,06/01/2018,12.77
211772,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2014,12/01/2013,23.86
549934,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2017,06/01/2017,18.89
549936,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2016-17,12/01/2016,28.51
741033,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Annual Average 2021,01/01/2021,20.55
549902,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2017,01/01/2017,21.12
741021,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2021,01/01/2021,14.77
172070,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2009,06/01/2009,17.94
171628,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2010-11,12/01/2010,25.99
336621,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2014-15,12/01/2014,23.37
336678,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2014-15,12/01/2014,26.21
549947,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2017,01/01/2017,20.56
741081,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2021,01/01/2021,18.56
171642,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2010-11,12/01/2010,30.54
167523,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2009,12/01/2008,27.71
167641,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2011,12/01/2010,25.3
167511,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2009,12/01/2008,31.8
213402,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2014,06/01/2014,21.27
667531,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2020,01/01/2020,19.36
212422,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2014,06/01/2014,16.43
643338,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2018-19,12/01/2018,24.22
179419,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2009,12/01/2008,24.11
172655,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2011,12/01/2010,23.86
667459,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Annual Average 2020,01/01/2020,13.02
212552,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2014,12/01/2013,19.75
549790,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2017,06/01/2017,13.39
165863,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2010-11,12/01/2010,33.62
166630,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2009,06/01/2009,28.43
336741,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2014-15,12/01/2014,27.42
602853,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2018,06/01/2018,14.4
549910,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2017,06/01/2017,14.14
549976,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2017,06/01/2017,13.08
602919,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2018,06/01/2018,11.98
602712,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2018,06/01/2018,12.84
667077,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2020,06/01/2020,12.14
175392,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2011-12,12/01/2011,26.68
602754,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2018,06/01/2018,15.84
212426,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2014,06/01/2014,14.16
336642,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Winter 2014-15,12/01/2014,25.37
549911,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2017,01/01/2017,18.87
741045,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2021,01/01/2021,18.03
336693,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2014-15,12/01/2014,22.67
667555,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2020,01/01/2020,19.63
167564,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2009,12/01/2008,14.55
167682,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2011,12/01/2010,14.15
643716,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2018-19,12/01/2018,13.88
667075,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2020,01/01/2020,16.19
176526,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2009,12/01/2008,27.13
176530,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2009,12/01/2008,31.95
176614,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2011,12/01/2010,29.3
212437,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2014,06/01/2014,20.87
643383,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2018-19,12/01/2018,25.25
667183,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2020,01/01/2020,19.62
179432,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2011,12/01/2010,16.17
165922,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2011-12,12/01/2011,28.89
165804,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2009-10,12/01/2009,30.21
172656,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Annual Average 2011,12/01/2010,23.32
172658,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2011,12/01/2010,19.21
172590,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2009,12/01/2008,20.22
336649,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2015,01/01/2015,16.52
172666,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Annual Average 2011,12/01/2010,25.24
172598,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Annual Average 2009,12/01/2008,26.29
667423,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Annual Average 2020,01/01/2020,18.94
667507,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Annual Average 2020,01/01/2020,18.59
643545,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2018-19,12/01/2018,23.64
336831,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2014-15,12/01/2014,23.05
171602,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Winter 2009-10,12/01/2009,28.09
171670,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Winter 2011-12,12/01/2011,23.5
171672,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2011-12,12/01/2011,20.3
171685,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2011-12,12/01/2011,22.78
211780,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2014,12/01/2013,18.82
602901,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Summer 2018,06/01/2018,12.77
549960,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2016-17,12/01/2016,24.81
667455,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Summer 2020,06/01/2020,9.35
171680,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2011-12,12/01/2011,26.18
