Unique ID,Indicator ID,Name,Measure Info,UHF34 Zone,Time Period,Start_Date,Data Value
549902,375,Nitrogen dioxide (NO2),ppb,202,Annual Average 2017,2017-01-01,21.12
741021,375,Nitrogen dioxide (NO2),ppb,101,Annual Average 2021,2021-01-01,14.77
172070,375,Nitrogen dioxide (NO2),ppb,102,Summer 2009,2009-06-01,17.94
171628,375,Nitrogen dioxide (NO2),ppb,102,Winter 2010-11,2010-12-01,25.99
336621,375,Nitrogen dioxide (NO2),ppb,102,Winter 2014-15,2014-12-01,23.37
336678,375,Nitrogen dioxide (NO2),ppb,402,Winter 2014-15,2014-12-01,26.21
549947,375,Nitrogen dioxide (NO2),ppb,402,Annual Average 2017,2017-01-01,20.56
741081,375,Nitrogen dioxide (NO2),ppb,402,Annual Average 2021,2021-01-01,18.56
171642,375,Nitrogen dioxide (NO2),ppb,301,Winter 2010-11,2010-12-01,30.54
212422,375,Nitrogen dioxide (NO2),ppb,107,Summer 2014,2014-06-01,16.43
643338,375,Nitrogen dioxide (NO2),ppb,107,Winter 2018-19,2018-12-01,24.22
172655,375,Nitrogen dioxide (NO2),ppb,205,Annual Average 2011,2010-12-01,23.86
667459,375,Nitrogen dioxide (NO2),ppb,409,Annual Average 2020,2020-01-01,13.02
212552,375,Nitrogen dioxide (NO2),ppb,204,Annual Average 2014,2013-12-01,19.75
549790,375,Nitrogen dioxide (NO2),ppb,204,Summer 2017,2017-06-01,13.39
602853,375,Nitrogen dioxide (NO2),ppb,205,Summer 2018,2018-06-01,14.4
549910,375,Nitrogen dioxide (NO2),ppb,205,Summer 2017,2017-06-01,14.14
549976,375,Nitrogen dioxide (NO2),ppb,404406,Summer 2017,2017-06-01,13.08
602919,375,Nitrogen dioxide (NO2),ppb,404406,Summer 2018,2018-06-01,11.98
602712,375,Nitrogen dioxide (NO2),ppb,104,Summer 2018,2018-06-01,12.84
667077,375,Nitrogen dioxide (NO2),ppb,104,Summer 2020,2020-06-01,12.14
175392,375,Nitrogen dioxide (NO2),ppb,211,Winter 2011-12,2011-12-01,26.68
602754,375,Nitrogen dioxide (NO2),ppb,211,Summer 2018,2018-06-01,15.84
212426,375,Nitrogen dioxide (NO2),ppb,204,Summer 2014,2014-06-01,14.16
336642,375,Nitrogen dioxide (NO2),ppb,205,Winter 2014-15,2014-12-01,25.37
549911,375,Nitrogen dioxide (NO2),ppb,205,Annual Average 2017,2017-01-01,18.87
741045,375,Nitrogen dioxide (NO2),ppb,205,Annual Average 2021,2021-01-01,18.03
336693,375,Nitrogen dioxide (NO2),ppb,409,Winter 2014-15,2014-12-01,22.67
667075,375,Nitrogen dioxide (NO2),ppb,104,Annual Average 2020,2020-01-01,16.19
176526,375,Nitrogen dioxide (NO2),ppb,211,Annual Average 2009,2008-12-01,27.13
176530,375,Nitrogen dioxide (NO2),ppb,304,Annual Average 2009,2008-12-01,31.95
176614,375,Nitrogen dioxide (NO2),ppb,304,Annual Average 2011,2010-12-01,29.3
212437,375,Nitrogen dioxide (NO2),ppb,304,Summer 2014,2014-06-01,20.87
643383,375,Nitrogen dioxide (NO2),ppb,304,Winter 2018-19,2018-12-01,25.25
667183,375,Nitrogen dioxide (NO2),ppb,304,Annual Average 2020,2020-01-01,19.62
172656,375,Nitrogen dioxide (NO2),ppb,206,Annual Average 2011,2010-12-01,23.32
172658,375,Nitrogen dioxide (NO2),ppb,208,Annual Average 2011,2010-12-01,19.21
172590,375,Nitrogen dioxide (NO2),ppb,208,Annual Average 2009,2008-12-01,20.22
336649,375,Nitrogen dioxide (NO2),ppb,208,Annual Average 2015,2015-01-01,16.52
172666,375,Nitrogen dioxide (NO2),ppb,401,Annual Average 2011,2010-12-01,25.24
172598,375,Nitrogen dioxide (NO2),ppb,401,Annual Average 2009,2008-12-01,26.29
667423,375,Nitrogen dioxide (NO2),ppb,401,Annual Average 2020,2020-01-01,18.94
667507,375,Nitrogen dioxide (NO2),ppb,105106107,Annual Average 2020,2020-01-01,18.59
643545,375,Nitrogen dioxide (NO2),ppb,105106107,Winter 2018-19,2018-12-01,23.64
171602,375,Nitrogen dioxide (NO2),ppb,206,Winter 2009-10,2009-12-01,28.09
171670,375,Nitrogen dioxide (NO2),ppb,206,Winter 2011-12,2011-12-01,23.5
171672,375,Nitrogen dioxide (NO2),ppb,208,Winter 2011-12,2011-12-01,20.3
171685,375,Nitrogen dioxide (NO2),ppb,408,Winter 2011-12,2011-12-01,22.78
211780,375,Nitrogen dioxide (NO2),ppb,408,Annual Average 2014,2013-12-01,18.82
602901,375,Nitrogen dioxide (NO2),ppb,408,Summer 2018,2018-06-01,12.77
549960,375,Nitrogen dioxide (NO2),ppb,408,Winter 2016-17,2016-12-01,24.81
667455,375,Nitrogen dioxide (NO2),ppb,408,Summer 2020,2020-06-01,9.35
171680,375,Nitrogen dioxide (NO2),ppb,401,Winter 2011-12,2011-12-01,26.18
549943,375,Nitrogen dioxide (NO2),ppb,401,Summer 2017,2017-06-01,16.21
549987,375,Nitrogen dioxide (NO2),ppb,105106107,Winter 2016-17,2016-12-01,27.47
667509,375,Nitrogen dioxide (NO2),ppb,105106107,Summer 2020,2020-06-01,14.49
549985,375,Nitrogen dioxide (NO2),ppb,105106107,Summer 2017,2017-06-01,16.75
602928,375,Nitrogen dioxide (NO2),ppb,105106107,Summer 2018,2018-06-01,15.38
172724,375,Nitrogen dioxide (NO2),ppb,206,Annual Average 2013,2012-12-01,20.23
171638,375,Nitrogen dioxide (NO2),ppb,208,Winter 2010-11,2010-12-01,26.24
171651,375,Nitrogen dioxide (NO2),ppb,408,Winter 2010-11,2010-12-01,28.44
172093,375,Nitrogen dioxide (NO2),ppb,408,Summer 2009,2009-06-01,18.49
171646,375,Nitrogen dioxide (NO2),ppb,401,Winter 2010-11,2010-12-01,31.48
172088,375,Nitrogen dioxide (NO2),ppb,401,Summer 2009,2009-06-01,21.87
549979,375,Nitrogen dioxide (NO2),ppb,501502,Summer 2017,2017-06-01,11.34
602922,375,Nitrogen dioxide (NO2),ppb,501502,Summer 2018,2018-06-01,10.37
667497,375,Nitrogen dioxide (NO2),ppb,501502,Summer 2020,2020-06-01,8.64
549981,375,Nitrogen dioxide (NO2),ppb,501502,Winter 2016-17,2016-12-01,20.47
549781,375,Nitrogen dioxide (NO2),ppb,201,Summer 2017,2017-06-01,16.36
602703,375,Nitrogen dioxide (NO2),ppb,101,Summer 2018,2018-06-01,11.69
175393,375,Nitrogen dioxide (NO2),ppb,301,Winter 2011-12,2011-12-01,25.92
549814,375,Nitrogen dioxide (NO2),ppb,301,Summer 2017,2017-06-01,16.69
549844,375,Nitrogen dioxide (NO2),ppb,401,Summer 2017,2017-06-01,16.21
741057,375,Nitrogen dioxide (NO2),ppb,209,Annual Average 2021,2021-01-01,16.03
172083,375,Nitrogen dioxide (NO2),ppb,211,Summer 2009,2009-06-01,23.14
741063,375,Nitrogen dioxide (NO2),ppb,211,Annual Average 2021,2021-01-01,19.04
336711,375,Nitrogen dioxide (NO2),ppb,501502,Winter 2014-15,2014-12-01,21.77
549980,375,Nitrogen dioxide (NO2),ppb,501502,Annual Average 2017,2017-01-01,15.45
741114,375,Nitrogen dioxide (NO2),ppb,501502,Annual Average 2021,2021-01-01,14.76
212423,375,Nitrogen dioxide (NO2),ppb,201,Summer 2014,2014-06-01,17.27
643341,375,Nitrogen dioxide (NO2),ppb,201,Winter 2018-19,2018-12-01,26.69
667099,375,Nitrogen dioxide (NO2),ppb,201,Annual Average 2020,2020-01-01,19.63
176593,375,Nitrogen dioxide (NO2),ppb,101,Annual Average 2011,2010-12-01,20.79
172679,375,Nitrogen dioxide (NO2),ppb,503504,Annual Average 2011,2010-12-01,14.86
336519,375,Nitrogen dioxide (NO2),ppb,203,Winter 2014-15,2014-12-01,26.39
175890,375,Nitrogen dioxide (NO2),ppb,205,Summer 2009,2009-06-01,22.28
740901,375,Nitrogen dioxide (NO2),ppb,103,Annual Average 2021,2021-01-01,16.03
336504,375,Nitrogen dioxide (NO2),ppb,105106107,Winter 2014-15,2014-12-01,25.56
602730,375,Nitrogen dioxide (NO2),ppb,203,Summer 2018,2018-06-01,14.02
549787,375,Nitrogen dioxide (NO2),ppb,203,Summer 2017,2017-06-01,15.17
175386,375,Nitrogen dioxide (NO2),ppb,205,Winter 2011-12,2011-12-01,24.12
171625,375,Nitrogen dioxide (NO2),ppb,503504,Winter 2009-10,2009-12-01,17.87
549795,375,Nitrogen dioxide (NO2),ppb,205,Winter 2016-17,2016-12-01,24.33
667125,375,Nitrogen dioxide (NO2),ppb,205,Summer 2020,2020-06-01,11.77
175377,375,Nitrogen dioxide (NO2),ppb,103,Winter 2011-12,2011-12-01,23.32
549850,375,Nitrogen dioxide (NO2),ppb,403,Summer 2017,2017-06-01,13.95
667123,375,Nitrogen dioxide (NO2),ppb,205,Annual Average 2020,2020-01-01,16.77
667069,375,Nitrogen dioxide (NO2),ppb,103,Annual Average 2020,2020-01-01,16.98
667081,375,Nitrogen dioxide (NO2),ppb,105106107,Annual Average 2020,2020-01-01,18.5
667237,375,Nitrogen dioxide (NO2),ppb,403,Annual Average 2020,2020-01-01,15.59
212438,375,Nitrogen dioxide (NO2),ppb,305307,Summer 2014,2014-06-01,23.49
171659,375,Nitrogen dioxide (NO2),ppb,503504,Winter 2010-11,2010-12-01,21.82
175353,375,Nitrogen dioxide (NO2),ppb,303,Winter 2010-11,2010-12-01,32.92
175899,375,Nitrogen dioxide (NO2),ppb,303,Summer 2009,2009-06-01,26.42
740955,375,Nitrogen dioxide (NO2),ppb,303,Annual Average 2021,2021-01-01,18.28
172589,375,Nitrogen dioxide (NO2),ppb,207,Annual Average 2009,2008-12-01,25.14
172657,375,Nitrogen dioxide (NO2),ppb,207,Annual Average 2011,2010-12-01,23.56
336646,375,Nitrogen dioxide (NO2),ppb,207,Annual Average 2015,2015-01-01,19.72
667369,375,Nitrogen dioxide (NO2),ppb,207,Annual Average 2020,2020-01-01,16.07
740919,375,Nitrogen dioxide (NO2),ppb,202,Annual Average 2021,2021-01-01,18.78
175912,375,Nitrogen dioxide (NO2),ppb,404406,Summer 2009,2009-06-01,19.35
175366,375,Nitrogen dioxide (NO2),ppb,404406,Winter 2010-11,2010-12-01,29.4
176710,375,Nitrogen dioxide (NO2),ppb,404406,Annual Average 2013,2012-12-01,19.03
171603,375,Nitrogen dioxide (NO2),ppb,207,Winter 2009-10,2009-12-01,28.06
549916,375,Nitrogen dioxide (NO2),ppb,207,Summer 2017,2017-06-01,13.75
602859,375,Nitrogen dioxide (NO2),ppb,207,Summer 2018,2018-06-01,12.34
667371,375,Nitrogen dioxide (NO2),ppb,207,Summer 2020,2020-06-01,10.66
549955,375,Nitrogen dioxide (NO2),ppb,407,Summer 2017,2017-06-01,13.34
549763,375,Nitrogen dioxide (NO2),ppb,102,Summer 2017,2017-06-01,14.37
602706,375,Nitrogen dioxide (NO2),ppb,102,Summer 2018,2018-06-01,13.05
175394,375,Nitrogen dioxide (NO2),ppb,302,Winter 2011-12,2011-12-01,28.09
212561,375,Nitrogen dioxide (NO2),ppb,302,Annual Average 2014,2013-12-01,23.86
171637,375,Nitrogen dioxide (NO2),ppb,207,Winter 2010-11,2010-12-01,30.47
172725,375,Nitrogen dioxide (NO2),ppb,207,Annual Average 2013,2012-12-01,20.57
172079,375,Nitrogen dioxide (NO2),ppb,207,Summer 2009,2009-06-01,21.39
741090,375,Nitrogen dioxide (NO2),ppb,407,Annual Average 2021,2021-01-01,15.1
212449,375,Nitrogen dioxide (NO2),ppb,404406,Summer 2014,2014-06-01,14.13
643419,375,Nitrogen dioxide (NO2),ppb,404406,Winter 2018-19,2018-12-01,20.31
176532,375,Nitrogen dioxide (NO2),ppb,306308,Annual Average 2009,2008-12-01,39.87
175352,375,Nitrogen dioxide (NO2),ppb,302,Winter 2010-11,2010-12-01,33.16
549818,375,Nitrogen dioxide (NO2),ppb,302,Annual Average 2017,2017-01-01,22.64
175902,375,Nitrogen dioxide (NO2),ppb,306308,Summer 2009,2009-06-01,37.13
336561,375,Nitrogen dioxide (NO2),ppb,306308,Winter 2014-15,2014-12-01,32.14
176521,375,Nitrogen dioxide (NO2),ppb,206,Annual Average 2009,2008-12-01,24.79
176605,375,Nitrogen dioxide (NO2),ppb,206,Annual Average 2011,2010-12-01,23.32
212421,375,Nitrogen dioxide (NO2),ppb,105106107,Summer 2014,2014-06-01,18.26
336505,375,Nitrogen dioxide (NO2),ppb,105106107,Annual Average 2015,2015-01-01,22.28
643335,375,Nitrogen dioxide (NO2),ppb,105106107,Winter 2018-19,2018-12-01,23.89
336526,375,Nitrogen dioxide (NO2),ppb,206,Annual Average 2015,2015-01-01,19.74
643356,375,Nitrogen dioxide (NO2),ppb,206,Winter 2018-19,2018-12-01,21.76
176608,375,Nitrogen dioxide (NO2),ppb,209,Annual Average 2011,2010-12-01,21.62
212431,375,Nitrogen dioxide (NO2),ppb,209,Summer 2014,2014-06-01,13.79
336538,375,Nitrogen dioxide (NO2),ppb,210,Annual Average 2015,2015-01-01,17.08
643368,375,Nitrogen dioxide (NO2),ppb,210,Winter 2018-19,2018-12-01,18.52
336598,375,Nitrogen dioxide (NO2),ppb,409,Annual Average 2015,2015-01-01,17.16
336669,375,Nitrogen dioxide (NO2),ppb,303,Winter 2014-15,2014-12-01,26.96
171645,375,Nitrogen dioxide (NO2),ppb,304,Winter 2010-11,2010-12-01,33.65
667419,375,Nitrogen dioxide (NO2),ppb,304,Summer 2020,2020-06-01,15.07
176713,375,Nitrogen dioxide (NO2),ppb,409,Annual Average 2013,2012-12-01,16.8
741003,375,Nitrogen dioxide (NO2),ppb,409,Annual Average 2021,2021-01-01,14.25
173129,365,Fine particles (PM 2.5),mcg/m3,203,Winter 2009-10,2009-12-01,10.3
669692,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2020,2020-06-01,6.98
212069,365,Fine particles (PM 2.5),mcg/m3,204,Annual Average 2014,2013-12-01,9.04
547517,365,Fine particles (PM 2.5),mcg/m3,204,Winter 2016-17,2016-12-01,8.11
173125,365,Fine particles (PM 2.5),mcg/m3,103,Winter 2009-10,2009-12-01,11.4
547502,365,Fine particles (PM 2.5),mcg/m3,103,Winter 2016-17,2016-12-01,8.09
173126,365,Fine particles (PM 2.5),mcg/m3,104,Winter 2009-10,2009-12-01,10.14
177781,365,Fine particles (PM 2.5),mcg/m3,206,Summer 2009,2009-06-01,10.77
176606,375,Nitrogen dioxide (NO2),ppb,207,Annual Average 2011,2010-12-01,23.56
212429,375,Nitrogen dioxide (NO2),ppb,207,Summer 2014,2014-06-01,15.06
212430,375,Nitrogen dioxide (NO2),ppb,208,Summer 2014,2014-06-01,11.12
643362,375,Nitrogen dioxide (NO2),ppb,208,Winter 2018-19,2018-12-01,18.66
176543,375,Nitrogen dioxide (NO2),ppb,407,Annual Average 2009,2008-12-01,22.93
176627,375,Nitrogen dioxide (NO2),ppb,407,Annual Average 2011,2010-12-01,22.21
643422,375,Nitrogen dioxide (NO2),ppb,407,Winter 2018-19,2018-12-01,20.41
171643,375,Nitrogen dioxide (NO2),ppb,302,Winter 2010-11,2010-12-01,33.16
176711,375,Nitrogen dioxide (NO2),ppb,407,Annual Average 2013,2012-12-01,19.65
175914,375,Nitrogen dioxide (NO2),ppb,408,Summer 2009,2009-06-01,18.49
176701,375,Nitrogen dioxide (NO2),ppb,305307,Annual Average 2013,2012-12-01,36.08
175357,375,Nitrogen dioxide (NO2),ppb,305307,Winter 2010-11,2010-12-01,42.24
336564,375,Nitrogen dioxide (NO2),ppb,305307,Winter 2014-15,2014-12-01,33.9
549833,375,Nitrogen dioxide (NO2),ppb,305307,Annual Average 2017,2017-01-01,30.31
740970,375,Nitrogen dioxide (NO2),ppb,306308,Annual Average 2021,2021-01-01,21.3
605802,365,Fine particles (PM 2.5),mcg/m3,201,Summer 2018,2018-06-01,9.85
547506,365,Fine particles (PM 2.5),mcg/m3,201,Summer 2017,2017-06-01,10.79
669698,365,Fine particles (PM 2.5),mcg/m3,201,Summer 2020,2020-06-01,7.95
547509,365,Fine particles (PM 2.5),mcg/m3,202,Summer 2017,2017-06-01,10.12
173211,365,Fine particles (PM 2.5),mcg/m3,402,Winter 2011-12,2011-12-01,9.57
605850,365,Fine particles (PM 2.5),mcg/m3,402,Summer 2018,2018-06-01,8.89
547496,365,Fine particles (PM 2.5),mcg/m3,101,Winter 2016-17,2016-12-01,7.91
173192,365,Fine particles (PM 2.5),mcg/m3,102,Winter 2011-12,2011-12-01,8.94
547499,365,Fine particles (PM 2.5),mcg/m3,102,Winter 2016-17,2016-12-01,8.14
605793,365,Fine particles (PM 2.5),mcg/m3,102,Summer 2018,2018-06-01,8.33
177229,365,Fine particles (PM 2.5),mcg/m3,107,Winter 2010-11,2010-12-01,12.41
742182,365,Fine particles (PM 2.5),mcg/m3,107,Annual Average 2021,2021-01-01,6.98
